order_id,order_date,customer_id,product_category,quantity,unit_price,region
42,2024-01-02 17:00:00,1151.0,Electronics,7,47.95,North
43,2024-01-02 18:00:00,1140.0,electronics,3,37.78,South
44,2024-01-02 19:00:00,1070.0,Home Goods,6,18.14,North
45,2024-01-02 20:00:00,1013.0,Books,4,58.43,South
46,2024-01-02 21:00:00,1194.0,electronics,7,33.73,North
47,2024-01-02 22:00:00,1089.0,Apparel,4,36.87,West
48,2024-01-02 23:00:00,1178.0,Apparel,5,35.75,North
49,2024-01-03 00:00:00,1135.0,electronics,3,69.71,East
50,2024-01-03 01:00:00,1155.0,Books,5,44.18,South
51,2024-01-03 02:00:00,1151.0,Home Goods,3,46.58,South
52,2024-01-03 03:00:00,1038.0,Electronics,5,36.19,North
53,2024-01-03 04:00:00,1072.0,Books,6,54.26,West
54,2024-01-03 05:00:00,1093.0,Books,4,71.99,West
55,2024-01-03 06:00:00,1099.0,Electronics,4,57.96,North
56,2024-01-03 07:00:00,1008.0,Books,3,58.74,West
57,2024-01-03 08:00:00,1109.0,Books,6,57.12,South
58,2024-01-03 09:00:00,1030.0,Books,5,17.4,East
59,2024-01-03 10:00:00,1148.0,electronics,4,27.48,East
60,2024-01-03 11:00:00,1136.0,Apparel,1,40.9,North
61,2024-01-03 12:00:00,1184.0,Home Goods,1,30.48,South
62,2024-01-03 13:00:00,1148.0,Apparel,1,23.71,North
63,2024-01-03 14:00:00,1073.0,Apparel,6,7.56,East
64,2024-01-03 15:00:00,,Apparel,6,18.07,South
65,2024-01-03 16:00:00,1082.0,Home Goods,1,39.87,West
66,2024-01-03 17:00:00,1065.0,Apparel,1,43.61,South
67,2024-01-03 18:00:00,1181.0,Home Goods,6,29.14,West
68,2024-01-03 19:00:00,1074.0,Electronics,4,46.58,North
69,2024-01-03 20:00:00,1015.0,Electronics,3,36.32,East
70,2024-01-03 21:00:00,1093.0,Books,5,66.81,South
71,2024-01-03 22:00:00,1159.0,Books,2,41.77,North
72,2024-01-03 23:00:00,1037.0,Home Goods,2,58.93,North
73,2024-01-04 00:00:00,1092.0,Electronics,3,49.06,East
74,2024-01-04 01:00:00,1025.0,Apparel,7,16.96,North
75,2024-01-04 02:00:00,1137.0,Electronics,6,43.19,East
76,2024-01-04 03:00:00,1095.0,electronics,2,20.29,
77,2024-01-04 04:00:00,1066.0,electronics,4,42.84,South
78,2024-01-04 05:00:00,1045.0,Electronics,7,30.1,North
79,2024-01-04 06:00:00,1112.0,Books,7,52.64,North
80,2024-01-04 07:00:00,1133.0,Home Goods,6,18.15,North
81,2024-01-04 08:00:00,1188.0,electronics,1,45.29,South
82,2024-01-04 09:00:00,1087.0,Home Goods,2,56.45,West
83,2024-01-04 10:00:00,1032.0,Electronics,2,63.15,South
84,2024-01-04 11:00:00,1166.0,Home Goods,2,29.72,North
85,2024-01-04 12:00:00,1125.0,Home Goods,2,45.36,East
86,2024-01-04 13:00:00,1140.0,electronics,3,48.68,South
87,2024-01-04 14:00:00,1019.0,Books,4,75.94,East
88,2024-01-04 15:00:00,1062.0,electronics,3,15.37,West
89,2024-01-04 16:00:00,1153.0,Electronics,3,26.78,South
90,2024-01-04 17:00:00,1166.0,Home Goods,2,101.09,East
91,2024-01-04 18:00:00,1087.0,Books,2,39.54,West
92,2024-01-04 19:00:00,1160.0,electronics,7,7.18,East
93,2024-01-04 20:00:00,1168.0,Electronics,5,33.35,West
94,2024-01-04 21:00:00,1077.0,Books,2,-10.38,West
95,2024-01-04 22:00:00,1179.0,Home Goods,6,49.82,East
96,2024-01-04 23:00:00,1057.0,Electronics,6,61.2,East
97,2024-01-05 00:00:00,1047.0,Apparel,7,26.77,East
98,2024-01-05 01:00:00,1136.0,electronics,2,35.59,East
99,2024-01-05 02:00:00,1127.0,Books,5,63.47,East
100,2024-01-05 03:00:00,1027.0,electronics,7,10.0,South
101,2024-01-05 04:00:00,1166.0,Home Goods,6,18.57,West
102,2024-01-05 05:00:00,1039.0,Home Goods,2,40.44,North
103,2024-01-05 06:00:00,1160.0,electronics,7,29.95,North
104,2024-01-05 07:00:00,1001.0,Home Goods,3,39.12,South
105,2024-01-05 08:00:00,1159.0,Electronics,4,19.72,South
106,2024-01-05 09:00:00,1157.0,Apparel,4,49.29,East
107,2024-01-05 10:00:00,1156.0,Apparel,6,42.02,North
108,2024-01-05 11:00:00,1132.0,Books,1,55.98,East
109,2024-01-05 12:00:00,1094.0,electronics,4,49.01,East
110,2024-01-05 13:00:00,1141.0,electronics,6,49.13,North
111,2024-01-05 14:00:00,1055.0,Home Goods,4,16.07,South
112,2024-01-05 15:00:00,1156.0,Apparel,2,54.85,East
113,2024-01-05 16:00:00,1111.0,Books,1,38.38,West
114,2024-01-05 17:00:00,1091.0,Electronics,4,41.67,South
115,2024-01-05 18:00:00,1101.0,electronics,5,65.97,North
116,2024-01-05 19:00:00,1113.0,electronics,4,30.61,South
117,2024-01-05 20:00:00,1007.0,electronics,7,72.02,North
118,2024-01-05 21:00:00,1027.0,Home Goods,5,73.89,North
119,2024-01-05 22:00:00,1049.0,Books,4,60.06,
120,2024-01-05 23:00:00,1022.0,Electronics,1,25.39,North
121,2024-01-06 00:00:00,1087.0,Books,4,1.27,North
122,2024-01-06 01:00:00,1133.0,Apparel,2,66.58,West
123,2024-01-06 02:00:00,1130.0,Apparel,6,47.23,East
124,2024-01-06 03:00:00,1094.0,Apparel,2,30.1,South
125,2024-01-06 04:00:00,1171.0,Electronics,7,68.47,East
126,2024-01-06 05:00:00,1113.0,Apparel,3,27.77,West
127,2024-01-06 06:00:00,1015.0,electronics,4,36.52,North
128,2024-01-06 07:00:00,1152.0,Home Goods,2,55.5,South
129,2024-01-06 08:00:00,1114.0,Apparel,2,22.73,West
130,2024-01-06 09:00:00,1126.0,Apparel,7,42.81,West
131,2024-01-06 10:00:00,1113.0,electronics,2,66.78,
132,2024-01-06 11:00:00,1110.0,electronics,4,49.22,South
133,2024-01-06 12:00:00,1018.0,Home Goods,7,69.95,West
134,2024-01-06 13:00:00,1111.0,Electronics,5,67.67,South
135,2024-01-06 14:00:00,1158.0,Apparel,1,45.15,East
136,2024-01-06 15:00:00,1060.0,Electronics,3,-1.73,West
137,2024-01-06 16:00:00,1120.0,Home Goods,3,22.88,North
138,2024-01-06 17:00:00,1006.0,Apparel,2,60.27,North
139,2024-01-06 18:00:00,1069.0,Electronics,2,13.99,East
140,2024-01-06 19:00:00,1087.0,Books,4,38.47,West
141,2024-01-06 20:00:00,1196.0,electronics,3,51.77,North
142,2024-01-06 21:00:00,1042.0,Electronics,3,74.39,West
143,2024-01-06 22:00:00,1055.0,Apparel,3,33.5,South
144,2024-01-06 23:00:00,1081.0,Home Goods,3,32.13,South
145,2024-01-07 00:00:00,1198.0,Apparel,2,43.95,South
146,2024-01-07 01:00:00,1170.0,Apparel,4,52.02,West
147,2024-01-07 02:00:00,1006.0,Home Goods,7,41.92,North
148,2024-01-07 03:00:00,1046.0,Books,4,65.99,East
149,2024-01-07 04:00:00,1164.0,electronics,5,29.02,North
150,2024-01-07 05:00:00,1011.0,Home Goods,7,47.4,West
151,2024-01-07 06:00:00,1171.0,Electronics,5,53.9,West
152,2024-01-07 07:00:00,1056.0,Apparel,2,37.0,North
153,2024-01-07 08:00:00,1183.0,electronics,3,61.79,South
154,2024-01-07 09:00:00,1058.0,Apparel,4,47.98,South
155,2024-01-07 10:00:00,,Books,4,60.78,South
156,2024-01-07 11:00:00,1132.0,Books,2,48.88,West
157,2024-01-07 12:00:00,1025.0,Books,-1,52.53,East
158,2024-01-07 13:00:00,1111.0,Electronics,3,32.35,South
159,2024-01-07 14:00:00,1101.0,Electronics,7,32.38,East
160,2024-01-07 15:00:00,1156.0,Books,6,69.49,South
161,2024-01-07 16:00:00,1199.0,electronics,6,57.71,North
162,2024-01-07 17:00:00,1132.0,Electronics,2,24.54,North
163,2024-01-07 18:00:00,1081.0,electronics,3,48.62,South
164,2024-01-07 19:00:00,1081.0,Books,5,-2.48,East
165,2024-01-07 20:00:00,1083.0,electronics,4,33.52,North
166,2024-01-07 21:00:00,1162.0,Electronics,3,64.22,East
167,2024-01-07 22:00:00,1064.0,Apparel,3,42.5,South
168,2024-01-07 23:00:00,1033.0,Electronics,1,47.36,East
169,2024-01-08 00:00:00,1066.0,electronics,7,-15.33,North
170,2024-01-08 01:00:00,1004.0,Electronics,7,37.15,South
171,2024-01-08 02:00:00,1021.0,Apparel,1,51.77,North
172,2024-01-08 03:00:00,,Home Goods,3,54.31,South
173,2024-01-08 04:00:00,1154.0,Books,4,64.25,North
174,2024-01-08 05:00:00,1144.0,electronics,6,40.79,South
175,2024-01-08 06:00:00,1139.0,electronics,7,41.69,West
176,2024-01-08 07:00:00,1092.0,Electronics,3,18.36,North
177,2024-01-08 08:00:00,1143.0,electronics,6,40.91,West
178,2024-01-08 09:00:00,1032.0,Home Goods,7,19.77,East
179,2024-01-08 10:00:00,1180.0,Electronics,6,8.04,East
180,2024-01-08 11:00:00,1100.0,Home Goods,3,23.3,East
181,2024-01-08 12:00:00,1187.0,Books,6,75.17,South
182,2024-01-08 13:00:00,,Apparel,3,39.59,East
183,2024-01-08 14:00:00,1099.0,Apparel,1,49.4,West
184,2024-01-08 15:00:00,1139.0,Books,6,34.73,West
185,2024-01-08 16:00:00,1099.0,Apparel,6,9.19,South
186,2024-01-08 17:00:00,1089.0,Apparel,3,63.72,East
187,2024-01-08 18:00:00,1033.0,Books,4,1.56,North
188,2024-01-08 19:00:00,1076.0,Electronics,3,33.9,East
189,2024-01-08 20:00:00,1047.0,Books,1,43.91,North
190,2024-01-08 21:00:00,1060.0,electronics,7,49.61,North
191,2024-01-08 22:00:00,1136.0,Apparel,1,30.47,East
192,2024-01-08 23:00:00,1126.0,Books,4,8.24,West
193,2024-01-09 00:00:00,1121.0,Home Goods,1,28.98,North
194,2024-01-09 01:00:00,1072.0,Electronics,5,30.02,East
195,2024-01-09 02:00:00,1191.0,electronics,7,29.54,East
196,2024-01-09 03:00:00,1017.0,Home Goods,5,64.4,West
197,2024-01-09 04:00:00,1068.0,Books,5,20.73,East
198,2024-01-09 05:00:00,1023.0,Books,6,51.02,North
199,2024-01-09 06:00:00,1067.0,Home Goods,7,48.17,North
200,2024-01-09 07:00:00,1192.0,Books,7,64.21,East
201,2024-01-09 08:00:00,1073.0,Home Goods,-2,42.34,North
202,2024-01-09 09:00:00,1181.0,Home Goods,4,60.82,West
203,2024-01-09 10:00:00,1099.0,Books,6,41.56,West
204,2024-01-09 11:00:00,1139.0,Apparel,3,53.69,West
205,2024-01-09 12:00:00,1091.0,Home Goods,5,14.94,South
206,2024-01-09 13:00:00,1053.0,Home Goods,1,-7.77,East
207,2024-01-09 14:00:00,1152.0,Apparel,7,52.55,East
208,2024-01-09 15:00:00,1193.0,Apparel,5,53.62,North
209,2024-01-09 16:00:00,1052.0,Home Goods,6,54.51,South
210,2024-01-09 17:00:00,1155.0,Electronics,6,34.5,North
211,2024-01-09 18:00:00,1052.0,Electronics,2,74.79,South
212,2024-01-09 19:00:00,1143.0,Electronics,4,35.8,West
213,2024-01-09 20:00:00,1157.0,Home Goods,7,53.42,West
214,2024-01-09 21:00:00,1089.0,Apparel,2,56.89,South
215,2024-01-09 22:00:00,1147.0,Books,6,79.37,East
216,2024-01-09 23:00:00,1054.0,electronics,3,38.66,North
217,2024-01-10 00:00:00,,Apparel,5,31.94,South
218,2024-01-10 01:00:00,1019.0,Apparel,4,15.04,North
219,2024-01-10 02:00:00,1089.0,Electronics,5,76.05,East
220,2024-01-10 03:00:00,1180.0,electronics,6,53.43,East
221,2024-01-10 04:00:00,1025.0,electronics,3,54.06,West
222,2024-01-10 05:00:00,1091.0,Books,2,107.33,West
223,2024-01-10 06:00:00,1140.0,Books,3,51.5,North
224,2024-01-10 07:00:00,1040.0,Books,5,18.95,West
225,2024-01-10 08:00:00,1144.0,Home Goods,6,41.08,North
226,2024-01-10 09:00:00,1061.0,Home Goods,6,25.5,South
227,2024-01-10 10:00:00,1161.0,electronics,3,37.08,East
228,2024-01-10 11:00:00,1115.0,Apparel,7,36.95,North
229,2024-01-10 12:00:00,1109.0,Electronics,1,33.26,North
230,2024-01-10 13:00:00,1035.0,electronics,1,4999.99,South
231,2024-01-10 14:00:00,1092.0,Electronics,1,76.85,North
232,2024-01-10 15:00:00,1171.0,Home Goods,7,50.98,West
233,2024-01-10 16:00:00,1003.0,electronics,2,40.49,South
234,2024-01-10 17:00:00,1151.0,Electronics,5,60.15,East
235,2024-01-10 18:00:00,1098.0,electronics,6,54.42,
236,2024-01-10 19:00:00,1143.0,Books,6,50.51,East
237,2024-01-10 20:00:00,1132.0,Home Goods,7,58.7,South
238,2024-01-10 21:00:00,1086.0,Books,1,47.68,West
239,2024-01-10 22:00:00,1061.0,Books,3,58.4,North
240,2024-01-10 23:00:00,1125.0,Books,4,60.06,North
241,2024-01-11 00:00:00,1028.0,electronics,5,48.25,East
242,2024-01-11 01:00:00,1116.0,Books,5,40.59,South
243,2024-01-11 02:00:00,1018.0,Books,4,75.61,West
244,2024-01-11 03:00:00,1129.0,Books,3,35.44,North
245,2024-01-11 04:00:00,1125.0,electronics,1,52.83,East
246,2024-01-11 05:00:00,1016.0,electronics,4,53.28,East
247,2024-01-11 06:00:00,1151.0,Home Goods,2,32.81,
248,2024-01-11 07:00:00,1083.0,Books,4,28.84,North
249,2024-01-11 08:00:00,1157.0,Books,6,37.92,South
250,2024-01-11 09:00:00,1008.0,Home Goods,4,35.16,West
251,2024-01-11 10:00:00,1035.0,Electronics,5,15.84,East
252,2024-01-11 11:00:00,1098.0,Home Goods,1,31.97,North
253,2024-01-11 12:00:00,1037.0,Apparel,5,50.32,North
254,2024-01-11 13:00:00,1065.0,Home Goods,4,70.32,West
255,2024-01-11 14:00:00,1132.0,electronics,1,56.09,East
256,2024-01-11 15:00:00,1028.0,electronics,-2,-6.99,East
257,2024-01-11 16:00:00,1135.0,Electronics,6,57.83,West
258,2024-01-11 17:00:00,1020.0,electronics,7,33.84,South
259,2024-01-11 18:00:00,1035.0,Apparel,4,54.06,North
260,2024-01-11 19:00:00,1117.0,electronics,7,44.72,East
261,2024-01-11 20:00:00,1158.0,Books,2,41.15,West
262,2024-01-11 21:00:00,1034.0,Electronics,3,42.96,South
263,2024-01-11 22:00:00,1059.0,Home Goods,7,44.55,East
264,2024-01-11 23:00:00,,Home Goods,2,71.89,North
265,2024-01-12 00:00:00,1197.0,Books,5,44.61,North
266,2024-01-12 01:00:00,1116.0,Books,2,66.71,West
267,2024-01-12 02:00:00,,Home Goods,3,63.8,North
268,2024-01-12 03:00:00,,Apparel,4,58.34,North
269,2024-01-12 04:00:00,1122.0,Apparel,3,9.27,West
270,2024-01-12 05:00:00,1118.0,Home Goods,7,67.33,South
271,2024-01-12 06:00:00,1058.0,Electronics,7,35.84,South
272,2024-01-12 07:00:00,,Home Goods,4,59.31,West
273,2024-01-12 08:00:00,1030.0,electronics,4,25.55,North
274,2024-01-12 09:00:00,1191.0,Home Goods,1,21.3,East
275,2024-01-12 10:00:00,1083.0,Apparel,2,84.53,South
276,2024-01-12 11:00:00,1096.0,electronics,1,25.86,North
277,2024-01-12 12:00:00,1093.0,electronics,6,67.92,East
278,2024-01-12 13:00:00,1156.0,Books,2,47.37,South
279,2024-01-12 14:00:00,1012.0,electronics,3,36.6,West
280,2024-01-12 15:00:00,1016.0,Electronics,6,44.1,West
281,2024-01-12 16:00:00,1055.0,Apparel,5,18.98,West
282,2024-01-12 17:00:00,1097.0,Apparel,5,44.72,South
283,2024-01-12 18:00:00,1134.0,Books,1,23.35,North
284,2024-01-12 19:00:00,1098.0,Apparel,4,37.09,West
285,2024-01-12 20:00:00,,Books,4,63.51,South
286,2024-01-12 21:00:00,1187.0,Home Goods,3,50.08,East
287,2024-01-12 22:00:00,1032.0,electronics,6,15.36,West
288,2024-01-12 23:00:00,1114.0,Books,7,62.03,South
289,2024-01-13 00:00:00,1108.0,electronics,2,44.86,North
290,2024-01-13 01:00:00,1094.0,electronics,3,34.16,East
291,2024-01-13 02:00:00,1161.0,Books,3,59.93,East
292,2024-01-13 03:00:00,,Books,6,41.66,South
293,2024-01-13 04:00:00,1190.0,electronics,1,21.69,East
294,2024-01-13 05:00:00,1066.0,Apparel,7,81.96,West
295,2024-01-13 06:00:00,1109.0,Books,6,44.65,South
296,2024-01-13 07:00:00,1104.0,Apparel,4,43.37,South
297,2024-01-13 08:00:00,1169.0,Electronics,5,36.9,West
298,2024-01-13 09:00:00,1087.0,Apparel,7,68.6,West
299,2024-01-13 10:00:00,1056.0,Electronics,6,34.5,West
300,2024-01-13 11:00:00,1004.0,Books,2,14.1,North
301,2024-01-13 12:00:00,1072.0,Electronics,1,31.43,West
302,2024-01-13 13:00:00,1165.0,Books,5,71.54,West
303,2024-01-13 14:00:00,1001.0,Electronics,2,61.64,East
304,2024-01-13 15:00:00,1179.0,Home Goods,1,39.9,South
305,2024-01-13 16:00:00,1108.0,electronics,7,72.47,North
306,2024-01-13 17:00:00,1028.0,Books,4,59.96,East
307,2024-01-13 18:00:00,1060.0,electronics,5,39.67,South
308,2024-01-13 19:00:00,1110.0,Apparel,2,41.68,South
309,2024-01-13 20:00:00,1063.0,Electronics,1,51.59,West
310,2024-01-13 21:00:00,1021.0,Home Goods,1,28.36,North
311,2024-01-13 22:00:00,1133.0,Books,3,45.09,West
312,2024-01-13 23:00:00,1134.0,Books,1,51.17,East
313,2024-01-14 00:00:00,1023.0,electronics,3,11.26,West
314,2024-01-14 01:00:00,1056.0,electronics,3,41.21,South
315,2024-01-14 02:00:00,1048.0,Home Goods,4,38.94,East
316,2024-01-14 03:00:00,1131.0,Home Goods,5,65.56,East
317,2024-01-14 04:00:00,1146.0,Home Goods,3,8.11,West
318,2024-01-14 05:00:00,1145.0,Electronics,4,37.37,North
319,2024-01-14 06:00:00,1187.0,Apparel,1,35.36,North
320,2024-01-14 07:00:00,1153.0,electronics,3,64.2,West
321,2024-01-14 08:00:00,1064.0,electronics,7,44.13,North
322,2024-01-14 09:00:00,1021.0,Books,7,80.92,East
323,2024-01-14 10:00:00,1122.0,Apparel,4,58.24,North
324,2024-01-14 11:00:00,1183.0,electronics,7,36.8,North
325,2024-01-14 12:00:00,1195.0,Books,4,49.79,East
326,2024-01-14 13:00:00,1046.0,electronics,1,37.92,East
327,2024-01-14 14:00:00,1047.0,Home Goods,7,62.19,East
328,2024-01-14 15:00:00,1007.0,electronics,3,18.36,South
329,2024-01-14 16:00:00,1028.0,Electronics,5,28.53,West
330,2024-01-14 17:00:00,1110.0,Home Goods,5,54.11,
331,2024-01-14 18:00:00,1109.0,Home Goods,3,69.52,South
332,2024-01-14 19:00:00,1074.0,Books,6,0.96,South
333,2024-01-14 20:00:00,1061.0,electronics,4,72.49,South
334,2024-01-14 21:00:00,1165.0,Books,3,42.2,West
335,2024-01-14 22:00:00,1092.0,Apparel,3,7.32,South
336,2024-01-14 23:00:00,1161.0,Electronics,6,-15.03,East
337,2024-01-15 00:00:00,1192.0,Apparel,2,14.41,South
338,2024-01-15 01:00:00,1063.0,Home Goods,1,44.61,East
339,2024-01-15 02:00:00,1040.0,electronics,7,43.68,West
340,2024-01-15 03:00:00,1190.0,Home Goods,3,57.66,East
341,2024-01-15 04:00:00,1126.0,electronics,5,34.01,South
342,2024-01-15 05:00:00,1058.0,Apparel,6,22.84,South
343,2024-01-15 06:00:00,1124.0,Home Goods,6,36.74,East
344,2024-01-15 07:00:00,1103.0,Home Goods,5,45.67,South
345,2024-01-15 08:00:00,,electronics,5,49.62,West
346,2024-01-15 09:00:00,,electronics,6,29.22,South
347,2024-01-15 10:00:00,1198.0,Home Goods,7,63.03,North
348,2024-01-15 11:00:00,1187.0,Home Goods,1,32.57,North
349,2024-01-15 12:00:00,1036.0,electronics,6,27.61,East
350,2024-01-15 13:00:00,1032.0,Home Goods,2,34.15,West
351,2024-01-15 14:00:00,1106.0,electronics,7,66.5,South
352,2024-01-15 15:00:00,1008.0,Home Goods,1,42.34,South
353,2024-01-15 16:00:00,1059.0,Electronics,2,31.11,South
354,2024-01-15 17:00:00,1087.0,Home Goods,2,63.52,
355,2024-01-15 18:00:00,1193.0,Apparel,5,87.85,West
356,2024-01-15 19:00:00,1198.0,Books,1,49.19,North
357,2024-01-15 20:00:00,1030.0,Apparel,1,69.68,East
358,2024-01-15 21:00:00,1178.0,Apparel,4,65.72,West
359,2024-01-15 22:00:00,1018.0,Electronics,7,32.89,West
360,2024-01-15 23:00:00,1149.0,electronics,4,45.53,East
361,2024-01-16 00:00:00,1169.0,Apparel,4,19.35,West
362,2024-01-16 01:00:00,1178.0,Books,5,40.9,East
363,2024-01-16 02:00:00,1044.0,Home Goods,4,32.48,North
364,2024-01-16 03:00:00,1178.0,Books,3,36.94,North
365,2024-01-16 04:00:00,1023.0,electronics,5,30.0,South
366,2024-01-16 05:00:00,1103.0,Electronics,1,39.26,North
367,2024-01-16 06:00:00,1093.0,Electronics,2,55.64,South
368,2024-01-16 07:00:00,1063.0,Home Goods,5,42.61,West
369,2024-01-16 08:00:00,1004.0,Apparel,3,7.71,West
370,2024-01-16 09:00:00,1154.0,electronics,1,30.08,North
371,2024-01-16 10:00:00,1067.0,Apparel,1,14.61,North
372,2024-01-16 11:00:00,1132.0,Apparel,7,49.88,East
373,2024-01-16 12:00:00,1082.0,electronics,3,55.07,East
374,2024-01-16 13:00:00,1074.0,electronics,1,50.13,North
375,2024-01-16 14:00:00,1177.0,Apparel,6,29.25,West
376,2024-01-16 15:00:00,1018.0,Apparel,4,49.94,North
377,2024-01-16 16:00:00,1147.0,Electronics,4,35.6,North
378,2024-01-16 17:00:00,1149.0,electronics,7,22.24,West
379,2024-01-16 18:00:00,1075.0,Home Goods,3,59.84,East
380,2024-01-16 19:00:00,1052.0,Home Goods,5,61.36,South
381,2024-01-16 20:00:00,1001.0,Electronics,6,63.98,East
382,2024-01-16 21:00:00,1187.0,Books,5,32.83,West
383,2024-01-16 22:00:00,1189.0,electronics,2,68.59,North
384,2024-01-16 23:00:00,1048.0,electronics,5,35.13,East
385,2024-01-17 00:00:00,1006.0,Electronics,6,58.07,North
386,2024-01-17 01:00:00,1024.0,Books,1,34.78,South
387,2024-01-17 02:00:00,1013.0,electronics,2,40.52,South
388,2024-01-17 03:00:00,1166.0,Books,5,-3.42,South
389,2024-01-17 04:00:00,1178.0,Home Goods,1,38.96,North
390,2024-01-17 05:00:00,1030.0,Books,7,46.82,West
391,2024-01-17 06:00:00,1149.0,Electronics,1,36.8,South
392,2024-01-17 07:00:00,1035.0,Electronics,7,80.12,West
393,2024-01-17 08:00:00,1073.0,Books,5,21.75,South
394,2024-01-17 09:00:00,1119.0,Books,4,33.73,West
395,2024-01-17 10:00:00,1143.0,Home Goods,2,26.9,East
396,2024-01-17 11:00:00,1174.0,Electronics,3,33.72,South
397,2024-01-17 12:00:00,1008.0,Books,6,65.63,East
398,2024-01-17 13:00:00,1039.0,electronics,6,74.56,West
399,2024-01-17 14:00:00,1056.0,Books,2,30.98,East
400,2024-01-17 15:00:00,1062.0,Books,4,30.54,South
401,2024-01-17 16:00:00,1199.0,Books,7,21.86,East
402,2024-01-17 17:00:00,1155.0,Apparel,2,71.13,East
403,2024-01-17 18:00:00,1064.0,Apparel,5,67.42,South
404,2024-01-17 19:00:00,1194.0,Home Goods,2,42.88,West
405,2024-01-17 20:00:00,,Electronics,6,17.08,South
406,2024-01-17 21:00:00,1100.0,electronics,2,18.87,South
407,2024-01-17 22:00:00,1086.0,Apparel,3,48.41,East
408,2024-01-17 23:00:00,1028.0,Books,4,55.99,
409,2024-01-18 00:00:00,1186.0,Home Goods,3,3.68,South
410,2024-01-18 01:00:00,1002.0,Apparel,2,38.57,North
411,2024-01-18 02:00:00,1034.0,Electronics,5,77.37,North
412,2024-01-18 03:00:00,1045.0,Home Goods,1,40.65,East
413,2024-01-18 04:00:00,1055.0,Home Goods,7,74.79,South
414,2024-01-18 05:00:00,1026.0,Books,1,57.98,South
415,2024-01-18 06:00:00,1003.0,electronics,3,23.31,North
416,2024-01-18 07:00:00,1135.0,electronics,7,39.15,West
417,2024-01-18 08:00:00,1193.0,electronics,2,42.43,South
418,2024-01-18 09:00:00,1024.0,Electronics,1,25.95,East
419,2024-01-18 10:00:00,1059.0,Home Goods,6,25.6,North
420,2024-01-18 11:00:00,1101.0,Apparel,1,75.14,North
421,2024-01-18 12:00:00,1185.0,Books,7,25.45,North
422,2024-01-18 13:00:00,1138.0,Books,4,66.57,South
423,2024-01-18 14:00:00,1153.0,Electronics,7,36.27,South
424,2024-01-18 15:00:00,1116.0,electronics,2,44.49,South
425,2024-01-18 16:00:00,1083.0,electronics,1,56.24,South
426,2024-01-18 17:00:00,1039.0,electronics,7,33.03,North
427,2024-01-18 18:00:00,1172.0,Books,6,56.36,South
428,2024-01-18 19:00:00,1160.0,Electronics,7,4.07,North
429,2024-01-18 20:00:00,1005.0,Electronics,3,53.79,North
430,2024-01-18 21:00:00,1143.0,Books,3,-4.37,North
